0,0,
0.0199248,0.0126103,
0.0199248,8.99117,
0.0402256,8.99117,
0.0402256,10.0126,
0.0597744,10.0126,
0.0605263,0.996217,
0.0796992,0.983607,
0.0808271,7.01135,
0.100000,6.99874,
0.100376,3.99748,
0.119549,3.99748,
0.119549,0.0126103,
0.139850,0.0252207,
0.140602,3.01387,
0.180451,2.97604,
0.180451,1.99243,
0.200752,1.99243,
0.200752,0.983607,
0.220301,0.970996,
0.220301,0,
0.240602,0,
0.240977,0.970996,
0.259774,0.983607,
0.260150,1.97982,
0.279699,1.99243,
0.280451,0.0126103,
0.300000,0.0252207,
0.300000,0.970996,
0.320301,0.983607,
0.320301,1.97982,
0.339474,1.99243,
0.340226,0.0126103,
0.359774,0,
0.360526,0.958386,
0.379323,0.970996,
0.380075,-0.0126103,
0.400000,0,
